	speaker	question	answer
1586	tuqddq	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1587	tuqddq	berbicara dalam  daerah anda itu kuno	-2
1588	tuqddq	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1589	tuqddq	menguasai  indonesia resmi bagi anda itu penting	2
1590	tuqddq	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1591	tuqddq	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1592	tuqddq	menguasai  inggris bagi anda itu penting	2
1593	tuqddq	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1594	tuqddq	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1595	tuqddq	menguasai  asing selain  inggris itu penting	0
1596	npbjen	menguasai  orang tua anda itu penting	1
1597	npbjen	menguasai  daerah asal (setempat) anda itu penting	1
1598	npbjen	anak-anak anda perlu menguasai  pertama anda	1
1599	npbjen	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1600	npbjen	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1601	npbjen	berbicara dalam  daerah anda itu kuno	-1
1602	npbjen	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1603	npbjen	menguasai  indonesia resmi bagi anda itu penting	2
1604	npbjen	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1605	npbjen	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1606	npbjen	menguasai  inggris bagi anda itu penting	1
1607	npbjen	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1608	npbjen	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1609	npbjen	menguasai  asing selain  inggris itu penting	0
1610	wvnyoo	menguasai  orang tua anda itu penting	1
1611	wvnyoo	menguasai  daerah asal (setempat) anda itu penting	1
1612	wvnyoo	anak-anak anda perlu menguasai  pertama anda	2
1613	wvnyoo	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
1614	wvnyoo	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1615	wvnyoo	berbicara dalam  daerah anda itu kuno	-1
1616	wvnyoo	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1617	wvnyoo	menguasai  indonesia resmi bagi anda itu penting	1
1618	wvnyoo	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1619	wvnyoo	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1620	wvnyoo	menguasai  inggris bagi anda itu penting	1
1621	wvnyoo	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
1622	wvnyoo	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1623	wvnyoo	menguasai  asing selain  inggris itu penting	1
1624	vltlgc	menguasai  orang tua anda itu penting	0
1625	vltlgc	menguasai  daerah asal (setempat) anda itu penting	0
1626	vltlgc	anak-anak anda perlu menguasai  pertama anda	2
1627	vltlgc	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1628	vltlgc	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1629	vltlgc	berbicara dalam  daerah anda itu kuno	-2
1630	vltlgc	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1631	vltlgc	menguasai  indonesia resmi bagi anda itu penting	2
1632	vltlgc	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1633	vltlgc	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1634	vltlgc	menguasai  inggris bagi anda itu penting	2
1635	vltlgc	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1636	vltlgc	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1637	vltlgc	menguasai  asing selain  inggris itu penting	2
1638	licpwe	menguasai  orang tua anda itu penting	2
1639	licpwe	menguasai  daerah asal (setempat) anda itu penting	1
1640	licpwe	anak-anak anda perlu menguasai  pertama anda	0
1641	licpwe	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1642	licpwe	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1643	licpwe	berbicara dalam  daerah anda itu kuno	-1
1644	licpwe	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
1645	licpwe	menguasai  indonesia resmi bagi anda itu penting	1
1646	licpwe	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1647	licpwe	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1648	licpwe	menguasai  inggris bagi anda itu penting	1
1649	licpwe	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	-2
1650	licpwe	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1651	licpwe	menguasai  asing selain  inggris itu penting	1
1652	xxtisg	menguasai  orang tua anda itu penting	2
1653	xxtisg	menguasai  daerah asal (setempat) anda itu penting	2
1654	xxtisg	anak-anak anda perlu menguasai  pertama anda	2
1655	xxtisg	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1656	xxtisg	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1657	xxtisg	berbicara dalam  daerah anda itu kuno	-2
1658	xxtisg	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
1659	xxtisg	menguasai  indonesia resmi bagi anda itu penting	2
1660	xxtisg	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1661	xxtisg	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1662	xxtisg	menguasai  inggris bagi anda itu penting	2
1663	xxtisg	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1664	xxtisg	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1665	xxtisg	menguasai  asing selain  inggris itu penting	1
1666	cnzife	menguasai  orang tua anda itu penting	2
1667	cnzife	menguasai  daerah asal (setempat) anda itu penting	2
1668	cnzife	anak-anak anda perlu menguasai  pertama anda	2
1669	cnzife	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1670	cnzife	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1671	cnzife	berbicara dalam  daerah anda itu kuno	-2
1672	cnzife	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1673	cnzife	menguasai  indonesia resmi bagi anda itu penting	1
1674	cnzife	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1675	cnzife	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1676	cnzife	menguasai  inggris bagi anda itu penting	1
1677	cnzife	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
1678	cnzife	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1679	cnzife	menguasai  asing selain  inggris itu penting	1
1680	mikhhf	menguasai  orang tua anda itu penting	2
1681	mikhhf	menguasai  daerah asal (setempat) anda itu penting	2
1682	mikhhf	anak-anak anda perlu menguasai  pertama anda	2
1683	mikhhf	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1684	mikhhf	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1685	mikhhf	berbicara dalam  daerah anda itu kuno	-2
1686	mikhhf	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1687	mikhhf	menguasai  indonesia resmi bagi anda itu penting	2
1688	mikhhf	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1689	mikhhf	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1690	mikhhf	menguasai  inggris bagi anda itu penting	1
1691	mikhhf	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1692	mikhhf	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1693	mikhhf	menguasai  asing selain  inggris itu penting	0
1694	egkqeg	menguasai  orang tua anda itu penting	2
1695	egkqeg	menguasai  daerah asal (setempat) anda itu penting	2
1696	egkqeg	anak-anak anda perlu menguasai  pertama anda	2
1697	egkqeg	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1698	egkqeg	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-2
1699	egkqeg	berbicara dalam  daerah anda itu kuno	-2
1700	egkqeg	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1701	egkqeg	menguasai  indonesia resmi bagi anda itu penting	1
1702	egkqeg	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
1703	egkqeg	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1704	egkqeg	menguasai  inggris bagi anda itu penting	1
1705	egkqeg	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1706	egkqeg	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1707	egkqeg	menguasai  asing selain  inggris itu penting	0
1708	pmbvye	menguasai  orang tua anda itu penting	2
1709	pmbvye	menguasai  daerah asal (setempat) anda itu penting	2
1710	pmbvye	anak-anak anda perlu menguasai  pertama anda	-1
1711	pmbvye	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1712	pmbvye	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-2
1713	pmbvye	berbicara dalam  daerah anda itu kuno	-2
1714	pmbvye	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1715	pmbvye	menguasai  indonesia resmi bagi anda itu penting	2
1716	pmbvye	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1717	pmbvye	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1718	pmbvye	menguasai  inggris bagi anda itu penting	2
1719	pmbvye	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1720	pmbvye	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1721	pmbvye	menguasai  asing selain  inggris itu penting	2
1722	nranvh	menguasai  orang tua anda itu penting	2
1723	nranvh	menguasai  daerah asal (setempat) anda itu penting	2
1724	nranvh	anak-anak anda perlu menguasai  pertama anda	1
1725	nranvh	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1726	nranvh	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-2
1727	nranvh	berbicara dalam  daerah anda itu kuno	-2
1728	nranvh	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-2
1729	nranvh	menguasai  indonesia resmi bagi anda itu penting	2
1730	nranvh	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1731	nranvh	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1732	nranvh	menguasai  inggris bagi anda itu penting	1
1733	nranvh	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1734	nranvh	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1735	nranvh	menguasai  asing selain  inggris itu penting	1
1736	xzhxro	menguasai  orang tua anda itu penting	2
1737	xzhxro	menguasai  daerah asal (setempat) anda itu penting	2
1738	xzhxro	anak-anak anda perlu menguasai  pertama anda	1
1739	xzhxro	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1740	xzhxro	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1741	xzhxro	berbicara dalam  daerah anda itu kuno	-2
1742	xzhxro	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
1743	xzhxro	menguasai  indonesia resmi bagi anda itu penting	2
1744	xzhxro	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1745	xzhxro	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1746	xzhxro	menguasai  inggris bagi anda itu penting	1
1747	xzhxro	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
1748	xzhxro	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1749	xzhxro	menguasai  asing selain  inggris itu penting	0
1750	jphizy	menguasai  orang tua anda itu penting	2
1751	jphizy	menguasai  daerah asal (setempat) anda itu penting	2
1752	jphizy	anak-anak anda perlu menguasai  pertama anda	2
1753	jphizy	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1754	jphizy	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
1755	jphizy	berbicara dalam  daerah anda itu kuno	-2
1756	jphizy	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-2
1757	jphizy	menguasai  indonesia resmi bagi anda itu penting	2
1758	jphizy	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1759	jphizy	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1760	jphizy	menguasai  inggris bagi anda itu penting	2
1761	jphizy	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1762	jphizy	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1763	jphizy	menguasai  asing selain  inggris itu penting	1
1764	hogqoj	menguasai  orang tua anda itu penting	2
1765	hogqoj	menguasai  daerah asal (setempat) anda itu penting	2
1766	hogqoj	anak-anak anda perlu menguasai  pertama anda	1
1767	hogqoj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1768	hogqoj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1769	hogqoj	berbicara dalam  daerah anda itu kuno	0
1770	hogqoj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1771	hogqoj	menguasai  indonesia resmi bagi anda itu penting	1
1772	hogqoj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1773	hogqoj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1774	hogqoj	menguasai  inggris bagi anda itu penting	1
1775	hogqoj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1776	hogqoj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1777	hogqoj	menguasai  asing selain  inggris itu penting	1
1778	lwruwa	menguasai  orang tua anda itu penting	2
1779	lwruwa	menguasai  daerah asal (setempat) anda itu penting	2
1780	lwruwa	anak-anak anda perlu menguasai  pertama anda	1
1781	lwruwa	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1782	lwruwa	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1783	lwruwa	berbicara dalam  daerah anda itu kuno	-1
1784	lwruwa	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1785	lwruwa	menguasai  indonesia resmi bagi anda itu penting	2
1786	lwruwa	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1787	lwruwa	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1788	lwruwa	menguasai  inggris bagi anda itu penting	1
1789	lwruwa	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1790	lwruwa	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1791	lwruwa	menguasai  asing selain  inggris itu penting	1
1792	iwlmnx	menguasai  orang tua anda itu penting	2
1793	iwlmnx	menguasai  daerah asal (setempat) anda itu penting	2
1794	iwlmnx	anak-anak anda perlu menguasai  pertama anda	1
1795	iwlmnx	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
1796	iwlmnx	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1797	iwlmnx	berbicara dalam  daerah anda itu kuno	2
1798	iwlmnx	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1799	iwlmnx	menguasai  indonesia resmi bagi anda itu penting	2
1800	iwlmnx	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1801	iwlmnx	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1802	iwlmnx	menguasai  inggris bagi anda itu penting	1
1803	iwlmnx	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
1804	iwlmnx	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1805	iwlmnx	menguasai  asing selain  inggris itu penting	0
1806	syuqoi	menguasai  orang tua anda itu penting	2
1807	syuqoi	menguasai  daerah asal (setempat) anda itu penting	2
1808	syuqoi	anak-anak anda perlu menguasai  pertama anda	2
1809	syuqoi	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1810	syuqoi	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1811	syuqoi	berbicara dalam  daerah anda itu kuno	-2
1812	syuqoi	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
1813	syuqoi	menguasai  indonesia resmi bagi anda itu penting	2
1814	syuqoi	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1815	syuqoi	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1816	syuqoi	menguasai  inggris bagi anda itu penting	2
1817	syuqoi	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1818	syuqoi	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1819	syuqoi	menguasai  asing selain  inggris itu penting	1
1820	szivda	menguasai  orang tua anda itu penting	2
1821	szivda	menguasai  daerah asal (setempat) anda itu penting	2
1822	szivda	anak-anak anda perlu menguasai  pertama anda	1
1823	szivda	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1824	szivda	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1825	szivda	berbicara dalam  daerah anda itu kuno	0
1826	szivda	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1827	szivda	menguasai  indonesia resmi bagi anda itu penting	2
1828	szivda	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
1829	szivda	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1830	szivda	menguasai  inggris bagi anda itu penting	2
1831	szivda	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1832	szivda	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1833	szivda	menguasai  asing selain  inggris itu penting	1
1834	nraetb	menguasai  orang tua anda itu penting	1
1835	nraetb	menguasai  daerah asal (setempat) anda itu penting	1
1836	nraetb	anak-anak anda perlu menguasai  pertama anda	1
1837	nraetb	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1838	nraetb	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1839	nraetb	berbicara dalam  daerah anda itu kuno	0
1840	nraetb	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
1841	nraetb	menguasai  indonesia resmi bagi anda itu penting	1
1842	nraetb	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1843	nraetb	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
1844	nraetb	menguasai  inggris bagi anda itu penting	1
1845	nraetb	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1846	nraetb	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1847	nraetb	menguasai  asing selain  inggris itu penting	0
1848	jzeflr	menguasai  orang tua anda itu penting	2
1849	jzeflr	menguasai  daerah asal (setempat) anda itu penting	2
1850	jzeflr	anak-anak anda perlu menguasai  pertama anda	2
1851	jzeflr	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1852	jzeflr	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1853	jzeflr	berbicara dalam  daerah anda itu kuno	-2
1854	jzeflr	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1855	jzeflr	menguasai  indonesia resmi bagi anda itu penting	2
1856	jzeflr	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1857	jzeflr	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1858	jzeflr	menguasai  inggris bagi anda itu penting	1
1859	jzeflr	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1860	jzeflr	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1861	jzeflr	menguasai  asing selain  inggris itu penting	1
1862	btumxs	menguasai  orang tua anda itu penting	2
1863	btumxs	menguasai  daerah asal (setempat) anda itu penting	2
1864	btumxs	anak-anak anda perlu menguasai  pertama anda	2
1865	btumxs	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1866	btumxs	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
1867	btumxs	berbicara dalam  daerah anda itu kuno	-2
1868	btumxs	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1869	btumxs	menguasai  indonesia resmi bagi anda itu penting	2
1870	btumxs	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1871	btumxs	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	-1
1872	btumxs	menguasai  inggris bagi anda itu penting	2
1873	btumxs	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
1874	btumxs	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
1875	btumxs	menguasai  asing selain  inggris itu penting	1
1876	gskase	menguasai  orang tua anda itu penting	2
1877	gskase	menguasai  daerah asal (setempat) anda itu penting	2
1878	gskase	anak-anak anda perlu menguasai  pertama anda	1
1879	gskase	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1880	gskase	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1881	gskase	berbicara dalam  daerah anda itu kuno	-2
1882	gskase	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1883	gskase	menguasai  indonesia resmi bagi anda itu penting	1
1884	gskase	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1885	gskase	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
1886	gskase	menguasai  inggris bagi anda itu penting	1
1887	gskase	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	-1
1888	gskase	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
1889	gskase	menguasai  asing selain  inggris itu penting	1
1890	tpndzs	menguasai  orang tua anda itu penting	2
1891	tpndzs	menguasai  daerah asal (setempat) anda itu penting	2
1892	tpndzs	anak-anak anda perlu menguasai  pertama anda	1
1893	tpndzs	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
1894	tpndzs	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
1895	tpndzs	berbicara dalam  daerah anda itu kuno	-2
1896	tpndzs	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
1897	tpndzs	menguasai  indonesia resmi bagi anda itu penting	2
1898	tpndzs	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
1899	tpndzs	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1900	tpndzs	menguasai  inggris bagi anda itu penting	2
1901	tpndzs	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
1902	tpndzs	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
1903	tpndzs	menguasai  asing selain  inggris itu penting	2
1904	legkrg	menguasai  orang tua anda itu penting	2
1905	legkrg	menguasai  daerah asal (setempat) anda itu penting	2
1906	legkrg	anak-anak anda perlu menguasai  pertama anda	-1
1907	legkrg	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-2
1908	legkrg	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1909	legkrg	berbicara dalam  daerah anda itu kuno	-2
1910	legkrg	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
1911	legkrg	menguasai  indonesia resmi bagi anda itu penting	2
1912	legkrg	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
1913	legkrg	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
1914	legkrg	menguasai  inggris bagi anda itu penting	1
1915	legkrg	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
1916	legkrg	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
1917	legkrg	menguasai  asing selain  inggris itu penting	2
1918	rrepqm	menguasai  orang tua anda itu penting	2
1919	rrepqm	menguasai  daerah asal (setempat) anda itu penting	2
1920	rrepqm	anak-anak anda perlu menguasai  pertama anda	1
1921	rrepqm	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
1922	rrepqm	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
1923	rrepqm	berbicara dalam  daerah anda itu kuno	-2
1924	rrepqm	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
1925	rrepqm	menguasai  indonesia resmi bagi anda itu penting	2
